,0
cat__seller_city_portao,0
cat__seller_city_porto alegre,0
cat__seller_city_porto belo,0
cat__seller_city_porto ferreira,0
cat__seller_city_porto seguro,0
cat__seller_city_porto velho,0
cat__seller_city_portoferreira,0
cat__seller_city_pouso alegre,0
cat__seller_city_pradopolis,0
cat__seller_city_prados,0
cat__seller_city_praia grande,0
cat__seller_city_presidente bernardes,0
cat__seller_city_presidente epitacio,0
cat__seller_city_presidente prudente,0
cat__seller_city_queimados,0
cat__seller_city_recife,0
cat__seller_city_registro,0
cat__seller_city_resende,0
cat__seller_city_ribeirao das neves,0
cat__seller_city_ribeirao pires,0
cat__seller_city_ribeirao preto,0
cat__seller_city_ribeirao preto / sao paulo,0
cat__seller_city_ribeirao pretp,0
cat__seller_city_riberao preto,0
cat__seller_city_rio bonito,0
cat__seller_city_rio branco,0
cat__seller_city_rio claro,0
cat__seller_city_rio das pedras,0
cat__seller_city_rio de janeiro,0
cat__seller_city_rio de janeiro / rio de janeiro,0
cat__seller_city_rio de janeiro \rio de janeiro,0
"cat__seller_city_rio de janeiro, rio de janeiro, brasil",0
cat__seller_city_rio do oeste,0
cat__seller_city_rio do sul,0
cat__seller_city_rio grande,0
cat__seller_city_rio negrinho,0
cat__seller_city_rio verde,0
cat__seller_city_robeirao preto,0
cat__seller_city_rodeio,0
cat__seller_city_rolandia,0
cat__seller_city_rolante,0
cat__seller_city_s jose do rio preto,0
cat__seller_city_sabara,0
cat__seller_city_salto,0
cat__seller_city_salvador,0
cat__seller_city_sando andre,0
cat__seller_city_santa barbara d oeste,0
cat__seller_city_santa barbara d'oeste,0
cat__seller_city_santa barbara d´oeste,0
cat__seller_city_santa catarina,0
cat__seller_city_santa cecilia,0
cat__seller_city_santa cruz do sul,0
cat__seller_city_santa maria,0
cat__seller_city_santa maria da serra,0
cat__seller_city_santa rita do sapucai,0
cat__seller_city_santa rosa,0
cat__seller_city_santa rosa de viterbo,0
cat__seller_city_santa terezinha de goias,0
cat__seller_city_santa terezinha de itaipu,0
cat__seller_city_santana de parnaiba,0
cat__seller_city_santo andre,0
cat__seller_city_santo andre/sao paulo,0
cat__seller_city_santo angelo,0
cat__seller_city_santo antonio da patrulha,0
cat__seller_city_santo antonio de padua,0
cat__seller_city_santo antonio de posse,0
cat__seller_city_santos,0
cat__seller_city_sao  jose dos pinhais,0
cat__seller_city_sao  paulo,0
cat__seller_city_sao bento,0
cat__seller_city_sao bento do sul,0
cat__seller_city_sao bernardo do campo,0
cat__seller_city_sao bernardo do capo,0
cat__seller_city_sao caetano do sul,0
cat__seller_city_sao carlos,0
cat__seller_city_sao francisco do sul,0
cat__seller_city_sao goncalo,0
cat__seller_city_sao joao da boa vista,0
cat__seller_city_sao joao de meriti,0
cat__seller_city_sao joao del rei,0
cat__seller_city_sao joaquim da barra,0
cat__seller_city_sao jose,0
cat__seller_city_sao jose do rio pardo,0
cat__seller_city_sao jose do rio pret,0
cat__seller_city_sao jose do rio preto,0
cat__seller_city_sao jose dos campos,0
cat__seller_city_sao jose dos pinhais,0
cat__seller_city_sao jose dos pinhas,0
cat__seller_city_sao leopoldo,0
cat__seller_city_sao ludgero,0
cat__seller_city_sao luis,0
cat__seller_city_sao miguel d'oeste,0
cat__seller_city_sao miguel do oeste,0
cat__seller_city_sao paluo,0
cat__seller_city_sao paulo,0
cat__seller_city_sao paulo - sp,0
cat__seller_city_sao paulo / sao paulo,0
cat__seller_city_sao paulo sp,0
cat__seller_city_sao paulop,0
cat__seller_city_sao pauo,0
cat__seller_city_sao pedro,0
cat__seller_city_sao pedro da aldeia,0
cat__seller_city_sao roque,0
cat__seller_city_sao sebastiao,0
cat__seller_city_sao vicente,0
cat__seller_city_saquarema,0
cat__seller_city_sarandi,0
cat__seller_city_são paulo,0
cat__seller_city_sbc,0
cat__seller_city_sbc/sp,0
cat__seller_city_scao jose do rio pardo,0
cat__seller_city_serra,0
cat__seller_city_serra negra,0
cat__seller_city_serra redonda,0
cat__seller_city_serrana,0
cat__seller_city_sertanopolis,0
cat__seller_city_sete lagoas,0
cat__seller_city_sinop,0
cat__seller_city_socorro,0
cat__seller_city_soledade,0
cat__seller_city_sombrio,0
cat__seller_city_sorocaba,0
cat__seller_city_sp,0
cat__seller_city_sp / sp,0
cat__seller_city_sumare,0
cat__seller_city_suzano,0
cat__seller_city_tabao da serra,0
cat__seller_city_tabatinga,0
cat__seller_city_taboao da serra,0
cat__seller_city_taio,0
cat__seller_city_tambau,0
cat__seller_city_tanabi,0
cat__seller_city_taruma,0
cat__seller_city_tatui,0
cat__seller_city_taubate,0
cat__seller_city_teixeira soares,0
cat__seller_city_teresina,0
cat__seller_city_teresopolis,0
cat__seller_city_terra boa,0
cat__seller_city_tiete,0
cat__seller_city_timbo,0
cat__seller_city_timoteo,0
cat__seller_city_tiradentes,0
cat__seller_city_tocantins,0
cat__seller_city_toledo,0
cat__seller_city_torres,0
cat__seller_city_tres coracoes,0
cat__seller_city_tres coroas,0
cat__seller_city_tres de maio,0
cat__seller_city_tres rios,0
cat__seller_city_treze tilias,0
cat__seller_city_triunfo,0
cat__seller_city_tubarao,0
cat__seller_city_tupa,0
cat__seller_city_uba,0
cat__seller_city_ubatuba,0
cat__seller_city_uberaba,0
cat__seller_city_uberlandia,0
cat__seller_city_umuarama,0
cat__seller_city_uniao da vitoria,0
cat__seller_city_uruacu,0
cat__seller_city_uruguaiana,0
cat__seller_city_valinhos,0
cat__seller_city_vargem grande do sul,0
cat__seller_city_vargem grande paulista,0
cat__seller_city_varginha,0
cat__seller_city_varzea alegre,0
cat__seller_city_varzea paulista,0
cat__seller_city_vassouras,0
cat__seller_city_venancio aires,0
cat__seller_city_vendas@creditparts.com.br,0
cat__seller_city_vera cruz,0
cat__seller_city_vespasiano,0
cat__seller_city_viamao,0
cat__seller_city_viana,0
cat__seller_city_vicente de carvalho,0
cat__seller_city_vicosa,0
cat__seller_city_videira,0
cat__seller_city_vila velha,0
cat__seller_city_vitoria,0
cat__seller_city_vitoria de santo antao,0
cat__seller_city_volta redonda,0
cat__seller_city_votorantim,0
cat__seller_city_votuporanga,0
cat__seller_city_xanxere,0
cat__seller_city_xaxim,0
cat__seller_state_AC,0
cat__seller_state_AM,0
cat__seller_state_BA,0
cat__seller_state_CE,0
cat__seller_state_DF,0
cat__seller_state_ES,0
cat__seller_state_GO,0
cat__seller_state_MA,0
cat__seller_state_MG,0
cat__seller_state_MS,0
cat__seller_state_MT,0
cat__seller_state_PA,0
cat__seller_state_PB,0
cat__seller_state_PE,0
cat__seller_state_PI,0
cat__seller_state_PR,0
cat__seller_state_RJ,0
cat__seller_state_RN,0
cat__seller_state_RO,0
cat__seller_state_RS,0
cat__seller_state_SC,0
cat__seller_state_SE,0
cat__seller_state_SP,0
cat__seller_state_missing,0
cat__product_category_name_english_agro_industry_and_commerce,0
cat__product_category_name_english_air_conditioning,0
cat__product_category_name_english_art,0
cat__product_category_name_english_arts_and_craftmanship,0
cat__product_category_name_english_audio,0
cat__product_category_name_english_auto,0
cat__product_category_name_english_baby,0
cat__product_category_name_english_bed_bath_table,0
cat__product_category_name_english_books_general_interest,0
cat__product_category_name_english_books_imported,0
cat__product_category_name_english_books_technical,0
cat__product_category_name_english_cds_dvds_musicals,0
cat__product_category_name_english_christmas_supplies,0
cat__product_category_name_english_cine_photo,0
cat__product_category_name_english_computers,0
cat__product_category_name_english_computers_accessories,0
cat__product_category_name_english_consoles_games,0
cat__product_category_name_english_construction_tools_construction,0
cat__product_category_name_english_construction_tools_lights,0
cat__product_category_name_english_construction_tools_safety,0
cat__product_category_name_english_cool_stuff,0
cat__product_category_name_english_costruction_tools_garden,0
cat__product_category_name_english_costruction_tools_tools,0
cat__product_category_name_english_diapers_and_hygiene,0
cat__product_category_name_english_drinks,0
cat__product_category_name_english_dvds_blu_ray,0
cat__product_category_name_english_electronics,0
cat__product_category_name_english_fashio_female_clothing,0
cat__product_category_name_english_fashion_bags_accessories,0
cat__product_category_name_english_fashion_childrens_clothes,0
cat__product_category_name_english_fashion_male_clothing,0
cat__product_category_name_english_fashion_shoes,0
cat__product_category_name_english_fashion_sport,0
cat__product_category_name_english_fashion_underwear_beach,0
cat__product_category_name_english_fixed_telephony,0
cat__product_category_name_english_flowers,0
cat__product_category_name_english_food,0
cat__product_category_name_english_food_drink,0
cat__product_category_name_english_furniture_bedroom,0
cat__product_category_name_english_furniture_decor,0
cat__product_category_name_english_furniture_living_room,0
cat__product_category_name_english_furniture_mattress_and_upholstery,0
cat__product_category_name_english_garden_tools,0
cat__product_category_name_english_health_beauty,0
cat__product_category_name_english_home_appliances,0
cat__product_category_name_english_home_appliances_2,0
cat__product_category_name_english_home_comfort_2,0
cat__product_category_name_english_home_confort,0
cat__product_category_name_english_home_construction,0
cat__product_category_name_english_housewares,0
cat__product_category_name_english_industry_commerce_and_business,0
cat__product_category_name_english_kitchen_dining_laundry_garden_furniture,0
cat__product_category_name_english_la_cuisine,0
cat__product_category_name_english_luggage_accessories,0
cat__product_category_name_english_market_place,0
cat__product_category_name_english_missing,0
cat__product_category_name_english_music,0
cat__product_category_name_english_musical_instruments,0
cat__product_category_name_english_office_furniture,0
cat__product_category_name_english_party_supplies,0
cat__product_category_name_english_perfumery,0
cat__product_category_name_english_pet_shop,0
cat__product_category_name_english_security_and_services,0
cat__product_category_name_english_signaling_and_security,0
cat__product_category_name_english_small_appliances,0
cat__product_category_name_english_small_appliances_home_oven_and_coffee,0
cat__product_category_name_english_sports_leisure,0
cat__product_category_name_english_stationery,0
cat__product_category_name_english_tablets_printing_image,0
cat__product_category_name_english_telephony,0
cat__product_category_name_english_toys,0
cat__product_category_name_english_watches_gifts,0
